TF	target	importance
Dnmt1	Cep57	23.591675391668286
Dnmt1	Fam169b	23.591675391668286
Klf3	Fam46c	23.44182092811232
Klf3	Prss2	23.44182092811232
Klf3	Tnfrsf9	23.44182092811232
Klf3	Gpatch11	23.44182092811232
Cers4	Cd200r2	22.161048494606902
Cers4	Icos	22.161048494606902
Cers4	Cep57	22.161048494606902
Cers4	Cd9	22.161048494606902
Cers4	Usp18	22.161048494606902
Cers4	Fam169b	22.161048494606902
Cers4	Rnf219	22.161048494606902
Ssrp1	Rnf219	21.72365937958177
Ssrp1	Icos	21.72365937958177
Ssrp1	Usp18	21.72365937958177
Ssrp1	Cd9	21.72365937958177
Ssrp1	Cep57	21.72365937958177
Ssrp1	Fam169b	21.72365937958177
Ssrp1	Cd200r2	21.72365937958177
Xpa	Fam46c	20.17210760465458
Xpa	Tnfrsf9	20.17210760465458
Xpa	Prss2	20.17210760465458
Xpa	Gpatch11	20.17210760465458
2310011J03Rik	Fam46c	20.097553880666943
2310011J03Rik	Tnfrsf9	20.097553880666943
2310011J03Rik	Prss2	20.097553880666943
2310011J03Rik	Gpatch11	20.097553880666943
Bptf	Hsbp1	20.004444442419377
Lef1	Prss2	19.767387388721705
Lef1	Gpatch11	19.767387388721705
Lef1	Fam46c	19.767387388721705
Lef1	Tnfrsf9	19.767387388721705
Yeats4	Prss2	19.533075684760558
Yeats4	Tnfrsf9	19.533075684760558
Yeats4	Fam46c	19.533075684760558
Yeats4	Gpatch11	19.533075684760558
Zbtb38	Gpatch11	19.49047355676763
Zbtb38	Prss2	19.49047355676763
Zbtb38	Tnfrsf9	19.49047355676763
Zbtb38	Fam46c	19.49047355676763
Zfp445	Usp18	19.463815618618558
Zfp445	Icos	19.463815618618558
Zfp445	Cd9	19.463815618618558
Zfp445	Cd200r2	19.463815618618558
Zfp445	Rnf219	19.463815618618558
Zfp445	Cep57	19.463815618618558
Zfp445	Fam169b	19.463815618618558
Zc3h7a	Gpatch11	19.091078606833864
Zc3h7a	Prss2	19.091078606833864
Zc3h7a	Tnfrsf9	19.091078606833864
Zc3h7a	Fam46c	19.091078606833864
Kdm5a	Gpatch11	19.06445227683828
Kdm5a	Tnfrsf9	19.06445227683828
Kdm5a	Prss2	19.06445227683828
Kdm5a	Fam46c	19.06445227683828
Elf2	Fam46c	18.446721420940726
Elf2	Tnfrsf9	18.446721420940726
Elf2	Gpatch11	18.446721420940726
Elf2	Prss2	18.446721420940726
Psma6	Fam46c	18.40411929294779
Psma6	Tnfrsf9	18.40411929294779
Psma6	Prss2	18.40411929294779
Psma6	Gpatch11	18.40411929294779
Chd2	Fam46c	18.27631290896899
Chd2	Tnfrsf9	18.27631290896899
Chd2	Gpatch11	18.27631290896899
Chd2	Prss2	18.27631290896899
Topors	Gpatch11	18.233710780976054
Topors	Fam46c	18.233710780976054
Topors	Prss2	18.233710780976054
Topors	Tnfrsf9	18.233710780976054
Nr3c1	Usp18	18.06052554124625
Nr3c1	Cd9	18.06052554124625
Nr3c1	Rnf219	18.06052554124625
Nr3c1	Fam169b	18.06052554124625
Nr3c1	Cep57	18.06052554124625
Nr3c1	Cd200r2	18.06052554124625
Nr3c1	Icos	18.06052554124625
Ube2k	Usp18	17.78715734435554
Ube2k	Fam169b	17.78715734435554
Ube2k	Rnf219	17.78715734435554
Ube2k	Cd9	17.78715734435554
Ube2k	Cd200r2	17.78715734435554
Ube2k	Cep57	17.78715734435554
Ube2k	Icos	17.78715734435554
Ssrp1	Tnfrsf9	17.488173541099698
Ssrp1	Gpatch11	17.488173541099698
Ssrp1	Fam46c	17.488173541099698
Ssrp1	Prss2	17.488173541099698
Smarcc1	Prss2	17.152681783155337
Smarcc1	Tnfrsf9	17.152681783155337
Smarcc1	Gpatch11	17.152681783155337
Smarcc1	Fam46c	17.152681783155337
Irf2	Icos	16.511439092198888
Irf2	Rnf219	16.511439092198888
Irf2	Cd200r2	16.511439092198888
Irf2	Fam169b	16.511439092198888
Irf2	Cd9	16.511439092198888
